Russ, E Euro & Eurasia Studies,410,Keith,Eddins,Post-1989 E Europe,4.75,4.75,4.75,4.75,5.0,4.75,5.0
Russ, E Euro & Eurasia Studies,410,Keith,Eddins,Post-Soviet Russia,4.6,4.6,4.4,4.6,4.8,4.6,4.8
Russ, E Euro & Eurasia Studies,410,Keith,Eddins,Post Communist Europe,4.4,4.0,4.2,4.2,4.2,4.2,4.6
Russ, E Euro & Eurasia Studies,510,Keith,Eddins,Post-1989 E Europe,4.75,4.75,4.75,4.75,5.0,4.75,5.0
Russ, E Euro & Eurasia Studies,510,Keith,Eddins,Post-Soviet Russia,4.6,4.6,4.4,4.6,4.8,4.6,4.8
Russ, E Euro & Eurasia Studies,510,Keith,Eddins,Post Communist Europe,4.4,4.0,4.2,4.2,4.2,4.2,4.6
